localTableID,URL,moby_work_name,Category,platform,Master ID,Amazon_ID,Amazon_Search_Keywords,ebay_Search_Keywords,ebay_id,minimum_price_US$,
8283, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Pac-Man PlayStation 4,pac-man,amazon,4,2190,,Pac-Man PlayStation 4,,,0,
8372, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Penguin-Kun Wars PlayStation 4,penguin-kun-wars,amazon,4,2193,,Penguin-Kun Wars PlayStation 4,,,0,
8550, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Plotting PlayStation 4,plotting,amazon,4,2201,,Plotting PlayStation 4,,,0,
8915, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=QIX PlayStation 4,qix,amazon,4,1869,,QIX PlayStation 4,,,0,
8928, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Quarth PlayStation 4,quarth,amazon,4,2215,,Quarth PlayStation 4,,,0,
9146, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Real Heroes: Firefighter PlayStation 4,real-heroes-firefighter,amazon,4,1253,,Real Heroes: Firefighter PlayStation 4,,,0,
9168, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Red Faction PlayStation 4,red-faction,amazon,4,4276,,Red Faction PlayStation 4,,,0,
9206, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Resident Evil: Code: Veronica X PlayStation 4,resident-evil-code-veronica-x,amazon,4,4192,,Resident Evil: Code: Veronica X PlayStation 4,,,0,
9270, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=River City Ransom PlayStation 4,river-city-ransom,amazon,4,3364,,River City Ransom PlayStation 4,,,0,
9525, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Samurai Shodown PlayStation 4,samurai-shodown,amazon,4,2232,,Samurai Shodown PlayStation 4,,,0,
10522, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Star Wars: Jedi Starfighter PlayStation 4,star-wars-jedi-starfighter(1),amazon,4,#N/A,,Star Wars: Jedi Starfighter PlayStation 4,,,0,
10532, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Star Wars: Racer Revenge PlayStation 4,star-wars-racer-revenge,amazon,4,4258,,Star Wars: Racer Revenge PlayStation 4,,,0,
10763, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Super Baseball 2020 PlayStation 4,super-baseball-2020,amazon,4,1483,,Super Baseball 2020 PlayStation 4,,,0,
10935, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Super Volley ball PlayStation 4,super-volley-ball,amazon,4,578,,Super Volley ball PlayStation 4,,,0,
11087, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Tecmo Bowl PlayStation 4,tecmo-bowl,amazon,4,2291,,Tecmo Bowl PlayStation 4,,,0,
11283, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Thrash Rally PlayStation 4,thrash-rally,amazon,4,536,,Thrash Rally PlayStation 4,,,0,
11353, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Time Pilot &#39;84 PlayStation 4,time-pilot-84,amazon,4,45,,Time Pilot &#39;84 PlayStation 4,,,0,
12076, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=The Warriors PlayStation 4,warriors,amazon,4,4054,,The Warriors PlayStation 4,,,0,
12357, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=World Heroes 2 JET PlayStation 4,world-heroes-2-jet,amazon,4,2375,,World Heroes 2 JET PlayStation 4,,,0,
12398, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Worms: Armageddon PlayStation 4,worms-armageddon,amazon,4,2801,,Worms: Armageddon PlayStation 4,,,0,
12410, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Worms World Party PlayStation 4,worms-world-party,amazon,4,3604,,Worms World Party PlayStation 4,,,0,
12537, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Xevious PlayStation 4,xevious,amazon,4,1889,,Xevious PlayStation 4,,,0,
936, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Avenging Spirit PlayStation 5,avenging-spirit,amazon,5,1920,,Avenging Spirit PlayStation 5,,,0,
4736, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=GRiMgRiMoiRe PlayStation 5,grimgrimoire,amazon,5,4110,,GRiMgRiMoiRe PlayStation 5,,,0,
7282, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Mr. Driller PlayStation 5,mr-driller,amazon,5,2624,,Mr. Driller PlayStation 5,,,0,
8094, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Oddworld: Abe&#39;s Oddysee PlayStation 5,oddworld-abes-oddysee,amazon,5,422,,Oddworld: Abe&#39;s Oddysee PlayStation 5,,,0,
12400, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Worms: Armageddon PlayStation 5,worms-armageddon,amazon,5,2801,,Worms: Armageddon PlayStation 5,,,0,
12412, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Worms World Party PlayStation 5,worms-world-party,amazon,5,3604,,Worms World Party PlayStation 5,,,0,
3726, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=ESPN International Track &amp; Field Nintendo 64,espn-international-track-field,amazon,64,#N/A,,ESPN International Track &amp; Field Nintendo 64,,,#N/A,
6920, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Micro Machines 64 Turbo Nintendo 64,micro-machines-64-turbo,amazon,64,136,,Micro Machines 64 Turbo Nintendo 64,,,0,
7075, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Monaco Grand Prix Racing Simulation 2 Nintendo 64,monaco-grand-prix-racing-simulation-2,amazon,64,509,,Monaco Grand Prix Racing Simulation 2 Nintendo 64,,,0,
7465, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Nagano Winter Olympics &#39;98 Nintendo 64,nagano-winter-olympics-98,amazon,64,782,,Nagano Winter Olympics &#39;98 Nintendo 64,,,0,
9912, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=SimCity 2000 Nintendo 64,simcity-2000,amazon,64,3412,,SimCity 2000 Nintendo 64,,,0,
179, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=1942 Xbox 360,1942arcade,amazon,360,2412,,1942 Xbox 360,,,0,
871, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Asteroids Xbox 360,asteroids_,amazon,360,1917,,Asteroids Xbox 360,,,0,
991, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Backyard Football &#39;10 Xbox 360,backyard-football-10,amazon,360,4322,,Backyard Football &#39;10 Xbox 360,,,0,
1183, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Batman: Arkham Asylum Xbox 360,batman-arkham-asylum,amazon,360,685,,Batman: Arkham Asylum Xbox 360,,,11.5,11.5
1251, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Battlefield 2: Modern Combat Xbox 360,battlefield-2-modern-combat,amazon,360,4216,,Battlefield 2: Modern Combat Xbox 360,,,25.25,25.25
1274, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Battlestar Galactica Xbox 360,battlestar-galactica__,amazon,360,163,,Battlestar Galactica Xbox 360,,,0,
1306, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Beamrider Xbox 360,beamrider,amazon,360,1725,,Beamrider Xbox 360,,,0,
1355, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Beyond Good &amp; Evil Xbox 360,beyond-good-evil,amazon,360,596,,Beyond Good &amp; Evil Xbox 360,,,#N/A,
1466, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Blades of Steel Xbox 360,blades-of-steel,amazon,360,1944,,Blades of Steel Xbox 360,,,0,
1537, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Body Slam: Super Pro Wrestling Xbox 360,body-slam-super-pro-wrestling,amazon,360,260,,Body Slam: Super Pro Wrestling Xbox 360,,,0,
1629, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Boxing Xbox 360,boxing_,amazon,360,657,,Boxing Xbox 360,,,0,
1649, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Brain Challenge Xbox 360,brain-challenge_,amazon,360,121,,Brain Challenge Xbox 360,,,0,
1707, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Brian Lara International Cricket 2007 Xbox 360,brian-lara-international-cricket-2007,amazon,360,675,,Brian Lara International Cricket 2007 Xbox 360,,,0,
2106, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Centipede Xbox 360,centipede_,amazon,360,1974,,Centipede Xbox 360,,,0,
2222, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=The Chronicles of Narnia: Prince Caspian Xbox 360,chronicles-of-narnia-prince-caspian,amazon,360,1024,,The Chronicles of Narnia: Prince Caspian Xbox 360,,,16.95,16.95
2524, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Crystal Defenders Xbox 360,crystal-defenders,amazon,360,1028,,Crystal Defenders Xbox 360,,,0,
2532, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Crystal Quest Xbox 360,crystal-quest_,amazon,360,1985,,Crystal Quest Xbox 360,,,0,
2684, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Dead to Rights Xbox 360,dead-to-rights,amazon,360,4016,,Dead to Rights Xbox 360,,,38.75,38.75
2743, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Defender Xbox 360,defender,amazon,360,1746,,Defender Xbox 360,,,29.99,29.99
2803, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Destroy All Humans! Xbox 360,destroy-all-humans,amazon,360,#N/A,,Destroy All Humans! Xbox 360,,,33.66,33.66
2858, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Dig Dug Xbox 360,dig-dug,amazon,360,1998,,Dig Dug Xbox 360,,,0,
2899, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Disney Sing It: High School Musical 3 - Senior Year Xbox 360,disney-sing-it-high-school-musical-3-senior-year,amazon,360,41,,Disney Sing It: High School Musical 3 - Senior Year Xbox 360,,,0,
3285, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Doritos: Dash of Destruction Xbox 360,doritos-dash-of-destruction,amazon,360,1445,,Doritos: Dash of Destruction Xbox 360,,,0,
3333, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Double Dragon Xbox 360,double-dragon,amazon,360,2016,,Double Dragon Xbox 360,,,0,
3812, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Experiment 12 Xbox 360,experiment-12,amazon,360,746,,Experiment 12 Xbox 360,,,0,
4548, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Ghosts &#39;N Goblins Xbox 360,ghosts-n-goblins,amazon,360,2536,,Ghosts &#39;N Goblins Xbox 360,,,0,
4777, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Guitar Hero: Aerosmith Xbox 360,guitar-hero-aerosmith,amazon,360,4188,,Guitar Hero: Aerosmith Xbox 360,,,0,
4795, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Guitar Hero Smash Hits Xbox 360,guitar-hero-smash-hits,amazon,360,4240,,Guitar Hero Smash Hits Xbox 360,,,96.05,96.05
4805, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Guitar Hero: World Tour Xbox 360,guitar-hero-world-tour,amazon,360,585,,Guitar Hero: World Tour Xbox 360,,,9.49,9.49
4870, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Hannah Montana: The Movie Xbox 360,hannah-montana-the-movie,amazon,360,630,,Hannah Montana: The Movie Xbox 360,,,28.37,28.37
4874, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Happy Tree Friends: False Alarm Xbox 360,happy-tree-friends-false-alarm,amazon,360,987,,Happy Tree Friends: False Alarm Xbox 360,,,0,
6207, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Looney Tunes: Acme Arsenal Xbox 360,looney-tunes-acme-arsenal,amazon,360,4286,,Looney Tunes: Acme Arsenal Xbox 360,,,0,
6297, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Lunar Lander Xbox 360,lunar-lander__,amazon,360,102,,Lunar Lander Xbox 360,,,0,
6327, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Madagascar: Escape 2 Africa Xbox 360,madagascar-escape-2-africa_,amazon,360,4039,,Madagascar: Escape 2 Africa Xbox 360,,,45,45
6417, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Major League Baseball 2K8 Xbox 360,major-league-baseball-2k8,amazon,360,4207,,Major League Baseball 2K8 Xbox 360,,,21.91,21.91
6423, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Major League Baseball Xbox 360,major-league-baseball,amazon,360,689,,Major League Baseball Xbox 360,,,14.42,14.42
6446, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Marathon 2: Durandal Xbox 360,marathon-2-durandal,amazon,360,519,,Marathon 2: Durandal Xbox 360,,,0,
6635, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Max Payne 2: The Fall of Max Payne Xbox 360,max-payne-2-the-fall-of-max-payne,amazon,360,#N/A,,Max Payne 2: The Fall of Max Payne Xbox 360,,,0,
7341, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Ms. Pac-Man Xbox 360,ms-pac-man,amazon,360,2158,,Ms. Pac-Man Xbox 360,,,0,
7422, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=MX vs. ATV: Untamed Xbox 360,mx-vs-atv-untamed,amazon,360,1300,,MX vs. ATV: Untamed Xbox 360,,,0,
7549, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=NBA 2K12 Xbox 360,nba-2k12,amazon,360,4311,,NBA 2K12 Xbox 360,,,34.99,34.99
7563, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=NBA 2K9 Xbox 360,nba-2k9,amazon,360,4301,,NBA 2K9 Xbox 360,,,19.37,19.37
7732, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Need for Speed: Most Wanted Xbox 360,need-for-speed-most-wanted,amazon,360,4043,,Need for Speed: Most Wanted Xbox 360,,,22.43,22.43
7812, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=NFL Head Coach 09 Xbox 360,nfl-head-coach-09,amazon,360,586,,NFL Head Coach 09 Xbox 360,,,0,
7876, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=NHL 2K10 Xbox 360,nhl-2k10,amazon,360,4203,,NHL 2K10 Xbox 360,,,43.6,43.6
7890, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=NHL 2K7 Xbox 360,nhl-2k7,amazon,360,4107,,NHL 2K7 Xbox 360,,,17.99,17.99
7951, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Night Driver Xbox 360,night-driver,amazon,360,1609,,Night Driver Xbox 360,,,0,
8082, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=NPPL Championship Paintball 2009 Xbox 360,nppl-championship-paintball-2009,amazon,360,4202,,NPPL Championship Paintball 2009 Xbox 360,,,29.95,29.95
8116, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Office DisOrders Xbox 360,office-disorders,amazon,360,742,,Office DisOrders Xbox 360,,,0,
8180, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Operation Darkness Xbox 360,operation-darkness,amazon,360,1145,,Operation Darkness Xbox 360,,,0,
8291, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Pac-Man Xbox 360,pac-man,amazon,360,2190,,Pac-Man Xbox 360,,,9.99,9.99
8334, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Paperboy Xbox 360,paperboy,amazon,360,2191,,Paperboy Xbox 360,,,0,
8770, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Prince of Persia: The Sands of Time Xbox 360,prince-of-persia-the-sands-of-time,amazon,360,4078,,Prince of Persia: The Sands of Time Xbox 360,,,0,
9209, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Resident Evil: Code: Veronica X Xbox 360,resident-evil-code-veronica-x,amazon,360,4192,,Resident Evil: Code: Veronica X Xbox 360,,,0,
9239, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Rez Xbox 360,rez,amazon,360,4273,,Rez Xbox 360,,,0,
9285, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=River Raid Xbox 360,river-raid,amazon,360,1763,,River Raid Xbox 360,,,0,
9407, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Rocketmen: Axis of Evil Xbox 360,rocketmen-axis-of-evil,amazon,360,25,,Rocketmen: Axis of Evil Xbox 360,,,0,
9747, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Sherlock Holmes vs. Jack the Ripper Xbox 360,sherlock-holmes-vs-jack-the-ripper,amazon,360,349,,Sherlock Holmes vs. Jack the Ripper Xbox 360,,,60.03,60.03
9856, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Side Arms Hyper Dyne Xbox 360,side-arms-hyper-dyne,amazon,360,1795,,Side Arms Hyper Dyne Xbox 360,,,0,
10133, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Sonic the Hedgehog Xbox 360,sonic-the-hedgehog,amazon,360,3424,,Sonic the Hedgehog Xbox 360,,,16.87,16.87
10203, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Space Chimps Xbox 360,space-chimps,amazon,360,4012,,Space Chimps Xbox 360,,,29.96,29.96
10298, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Speedball 2: Brutal Deluxe Xbox 360,speedball-2-brutal-deluxe,amazon,360,2250,,Speedball 2: Brutal Deluxe Xbox 360,,,0,
10404, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Sprint Master Xbox 360,sprint-master,amazon,360,1040,,Sprint Master Xbox 360,,,0,
10782, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Super Breakout Xbox 360,super-breakout,amazon,360,2724,,Super Breakout Xbox 360,,,0,
11112, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Teenage Mutant Ninja Turtles Xbox 360,teenage-mutant-ninja-turtles__,amazon,360,1508,,Teenage Mutant Ninja Turtles Xbox 360,,,36.1,36.1
11762, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=UEFA Champions League 2006-2007 Xbox 360,uefa-champions-league-2006-2007,amazon,360,1073,,UEFA Champions League 2006-2007 Xbox 360,,,15.99,15.99
11805, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Ultimate Mortal Kombat 3 Xbox 360,ultimate-mortal-kombat-3,amazon,360,3579,,Ultimate Mortal Kombat 3 Xbox 360,,,0,
11942, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Vigilante 8: Arcade Xbox 360,vigilante-8-arcade,amazon,360,707,,Vigilante 8: Arcade Xbox 360,,,0,
12152, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Where the Wild Things Are Xbox 360,where-the-wild-things-are_,amazon,360,393,,Where the Wild Things Are Xbox 360,,,14.99,14.99
12275, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Wolfenstein 3D Xbox 360,wolfenstein-3d,amazon,360,3602,,Wolfenstein 3D Xbox 360,,,0,
12332, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=World Championship Poker featuring Howard Lederer: All In Xbox 360,world-championship-poker-featuring-howard-lederer-all-in,amazon,360,4224,,World Championship Poker featuring Howard Lederer: All In Xbox 360,,,0,
12432, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=WWE All Stars Xbox 360,wwe-all-stars,amazon,360,#N/A,,WWE All Stars Xbox 360,,,53.28,53.28
12545, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Xevious Xbox 360,xevious,amazon,360,1889,,Xevious Xbox 360,,,0,
12577, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Yars&#39; Revenge Xbox 360,yars-revenge,amazon,360,2811,,Yars&#39; Revenge Xbox 360,,,0,
12671, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Zapper: One Wicked Cricket! Xbox 360,zapper-one-wicked-cricket,amazon,360,1016,,Zapper: One Wicked Cricket! Xbox 360,,,0,
12717, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Zombie Apocalypse Xbox 360,zombie-apocalypse_,amazon,360,624,,Zombie Apocalypse Xbox 360,,,0,
251, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=3-D Brickaway Atari 2600,3-d-brickaway,amazon,2600,1717,,3-D Brickaway Atari 2600,,,0,
863, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Asteroids Atari 2600,asteroids_,amazon,2600,1917,,Asteroids Atari 2600,,,0,
880, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Atari Video Cube Atari 2600,atari-video-cube,amazon,2600,1320,,Atari Video Cube Atari 2600,,,0,
882, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=AtariAge Holiday Greetings 2006 Atari 2600,atariage-holiday-greetings-2006,amazon,2600,934,,AtariAge Holiday Greetings 2006 Atari 2600,,,0,
1299, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Beamrider Atari 2600,beamrider,amazon,2600,1725,,Beamrider Atari 2600,,,0,
1512, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Blueprint Atari 2600,blueprint,amazon,2600,1697,,Blueprint Atari 2600,,,0,
2093, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Centipede Atari 2600,centipede_,amazon,2600,1974,,Centipede Atari 2600,,,0,
2342, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Communist Mutants from Space Atari 2600,communist-mutants-from-space,amazon,2600,597,,Communist Mutants from Space Atari 2600,,,0,
2370, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Congo Bongo Atari 2600,congo-bongo,amazon,2600,1854,,Congo Bongo Atari 2600,,,0,
2708, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Deep Scan Atari 2600,deep-scan,amazon,2600,674,,Deep Scan Atari 2600,,,0,
2738, https://www.amazon.com/gp/search?ie=UTF8&amp;index=videogames&amp;tag=mobygames02-20&amp;keywords=Defender Atari 2600,defender,amazon,2600,1746,,Defender Atari 2600,,,0,
